typing_wpm,chars_per_min,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,avg_cursor_speed,movement_distance,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,avg_acceleration,movement_smoothness,label
43,191,137.0,87.0,0.0431,4,1103.0,0.2446,407.0,2437.0,11.0,1.6843,7.8683,0.2084,578.0,0.0,0.6534,medium
29,261,125.0,111.0,0.0686,2,1310.0,0.1638,306.0,2024.0,16.0,2.3365,7.768,0.1466,426.0,0.0,0.6227,medium
19,123,175.0,133.0,0.1404,7,2070.0,0.21,140.0,1247.0,18.0,2.1266,10.6213,0.3432,594.0,0.0,0.3172,high
20,123,151.0,146.0,0.1168,9,2378.0,0.2589,241.0,933.0,23.0,3.4645,14.7261,0.3188,675.0,0.0,0.3697,high
25,159,141.0,132.0,0.0761,10,1715.0,0.2101,135.0,1404.0,17.0,3.8147,11.1667,0.3909,502.0,0.0,0.2464,high
40,252,115.0,101.0,0.0593,2,1209.0,0.1361,281.0,2472.0,11.0,1.8861,9.4392,0.1476,395.0,0.0,0.6651,medium
41,218,115.0,130.0,0.0394,5,1265.0,0.1741,346.0,2661.0,10.0,2.458,11.5977,0.1267,416.0,0.0,0.5754,medium
33,130,164.0,151.0,0.0566,8,1850.0,0.3665,161.0,1346.0,18.0,3.5569,18.997,0.2608,636.0,0.0,0.4609,high
26,148,186.0,144.0,0.1648,9,1635.0,0.4017,154.0,912.0,10.0,3.2664,8.9741,0.3082,619.0,0.0,0.4648,high
47,222,125.0,94.0,0.0524,2,1371.0,0.1954,286.0,2109.0,15.0,1.2991,5.7783,0.1702,346.0,0.0,0.7095,medium
76,340,88.0,90.0,0.0063,2,547.0,0.0739,504.0,4112.0,5.0,0.5719,2.6844,0.0676,342.0,0.0,0.9178,low
66,304,102.0,80.0,0.0147,1,906.0,0.0937,343.0,3586.0,8.0,1.4236,1.8993,0.084,283.0,0.0,0.82,low
32,87,150.0,145.0,0.1481,7,1512.0,0.2951,122.0,877.0,23.0,4.3317,21.0726,0.3586,511.0,0.0,0.38,high
59,302,84.0,81.0,0.0168,1,606.0,0.0779,452.0,2836.0,9.0,0.6877,4.5712,0.0655,253.0,0.0,0.8083,low
56,176,101.0,94.0,0.0477,3,1274.0,0.122,333.0,1818.0,15.0,2.0281,9.8447,0.1229,499.0,0.0,0.6553,medium
60,327,93.0,62.0,0.0069,1,947.0,0.0922,394.0,3235.0,9.0,0.5801,3.8087,0.0859,360.0,0.0,0.793,low
26,156,121.0,121.0,0.0915,6,1023.0,0.3474,131.0,416.0,26.0,2.4793,13.8719,0.5488,423.0,0.0,0.4544,high
23,109,162.0,163.0,0.1068,6,2659.0,0.3871,192.0,772.0,12.0,3.53,19.8233,0.341,438.0,0.0,0.3384,high
21,118,154.0,158.0,0.1279,6,2181.0,0.3709,119.0,1052.0,15.0,3.3483,15.4395,0.362,508.0,0.0,0.5335,high
20,127,123.0,127.0,0.1314,6,1773.0,0.2928,141.0,918.0,11.0,4.0158,12.5885,0.2891,728.0,0.0,0.416,high
59,277,63.0,71.0,0.0251,1,901.0,0.0952,343.0,2586.0,5.0,0.9917,3.4315,0.0542,359.0,0.0,0.7909,low
61,290,90.0,96.0,0.0176,1,745.0,0.1015,371.0,3646.0,7.0,0.3317,4.0773,0.0737,391.0,0.0,0.8664,low
64,335,102.0,85.0,0.0217,1,663.0,0.0693,361.0,2918.0,15.0,0.3484,5.326,0.0799,268.0,0.0,0.8297,low
19,68,160.0,100.0,0.1053,6,2257.0,0.2747,168.0,1192.0,17.0,1.4512,16.8585,0.28,909.0,0.0,0.3966,high
51,282,93.0,116.0,0.0493,4,1605.0,0.1052,299.0,2089.0,18.0,1.6948,9.0624,0.2017,465.0,0.0,0.5675,medium
28,126,176.0,154.0,0.0713,5,1753.0,0.388,167.0,1057.0,16.0,1.7353,13.4553,0.3634,694.0,0.0,0.4716,high
57,366,101.0,71.0,0.0238,1,1058.0,0.0697,418.0,3264.0,7.0,0.8411,2.9318,0.0689,225.0,0.0,0.8148,low
24,175,154.0,199.0,0.1485,6,2739.0,0.2258,180.0,980.0,14.0,2.8883,13.6921,0.2595,648.0,0.0,0.4857,high
49,188,102.0,119.0,0.0503,4,1297.0,0.2187,350.0,2774.0,12.0,1.3988,11.3158,0.1609,445.0,0.0,0.691,medium
38,168,144.0,103.0,0.0811,4,1468.0,0.2259,185.0,1258.0,13.0,1.8721,3.6558,0.1177,378.0,0.0,0.5757,medium
51,218,106.0,101.0,0.0785,3,1370.0,0.1662,335.0,1720.0,6.0,2.9816,8.5823,0.221,329.0,0.0,0.584,medium
23,134,158.0,122.0,0.076,7,2693.0,0.3676,201.0,1189.0,23.0,1.8222,8.9699,0.2686,662.0,0.0,0.34,high
50,230,116.0,128.0,0.0523,3,1462.0,0.1563,248.0,2564.0,11.0,1.5194,11.0577,0.2392,417.0,0.0,0.5942,medium
58,305,106.0,85.0,0.0127,1,683.0,0.0732,296.0,3620.0,9.0,0.9136,5.2444,0.0926,268.0,0.0,0.8511,low
63,296,89.0,87.0,0.0151,2,608.0,0.0953,429.0,2812.0,7.0,1.0201,3.7136,0.0658,214.0,0.0,0.9027,low
50,314,75.0,68.0,0.0,0,711.0,0.1218,275.0,3964.0,12.0,1.2565,3.5924,0.087,282.0,0.0,0.7979,low
44,216,119.0,96.0,0.043,3,1066.0,0.2232,242.0,2140.0,10.0,2.1441,11.5299,0.1482,400.0,0.0,0.6536,medium
60,324,94.0,78.0,0.0121,0,1003.0,0.0607,503.0,2292.0,6.0,1.6073,6.6002,0.1129,326.0,0.0,0.9071,low
55,348,105.0,70.0,0.0122,1,572.0,0.0639,437.0,3111.0,6.0,0.6077,4.82,0.0293,267.0,0.0,0.8927,low
68,289,112.0,98.0,0.0155,1,629.0,0.0941,318.0,3208.0,6.0,0.842,6.4693,0.0759,295.0,0.0,0.8754,low
62,306,113.0,87.0,0.0059,2,607.0,0.052,376.0,2962.0,13.0,0.8408,2.9208,0.0843,306.0,0.0,0.871,low
27,179,237.0,145.0,0.093,7,1621.0,0.3795,173.0,1315.0,15.0,3.068,16.2831,0.3555,761.0,0.0,0.36,high
70,311,100.0,69.0,0.0158,1,825.0,0.102,503.0,3495.0,9.0,1.0177,5.6448,0.0647,299.0,0.0,0.825,low
26,230,114.0,125.0,0.0612,3,1318.0,0.1835,340.0,2207.0,10.0,1.015,11.8912,0.2152,476.0,0.0,0.5235,medium
72,263,102.0,63.0,0.0143,1,1061.0,0.0658,410.0,3356.0,9.0,0.5921,4.7769,0.0692,173.0,0.0,0.9183,low
21,114,182.0,141.0,0.1297,8,1941.0,0.2089,145.0,1185.0,15.0,3.4139,12.6151,0.3247,589.0,0.0,0.4388,high
17,201,167.0,171.0,0.1283,6,2122.0,0.1816,222.0,637.0,18.0,5.2327,15.6971,0.3127,755.0,0.0,0.607,high
57,301,99.0,72.0,0.0204,3,825.0,0.1021,423.0,2760.0,5.0,1.3641,4.3531,0.0739,257.0,0.0,0.8869,low
23,151,158.0,169.0,0.077,8,1960.0,0.3898,104.0,1116.0,20.0,2.8933,14.4579,0.3728,549.0,0.0,0.4385,high
32,164,158.0,175.0,0.1523,7,1772.0,0.141,226.0,1285.0,11.0,2.7,14.1221,0.3665,469.0,0.0,0.2675,high
53,274,94.0,82.0,0.0133,2,899.0,0.1003,374.0,3218.0,4.0,0.6735,5.1233,0.075,263.0,0.0,0.7598,low
62,305,95.0,67.0,0.0229,1,825.0,0.078,419.0,3352.0,8.0,0.0,4.6438,0.0403,205.0,0.0,0.8294,low
77,325,73.0,73.0,0.0086,2,978.0,0.0701,352.0,3371.0,8.0,0.8762,3.1504,0.089,257.0,0.0,0.8646,low
42,176,106.0,92.0,0.0557,3,1526.0,0.1939,309.0,2079.0,10.0,1.3475,7.5662,0.1189,448.0,0.0,0.7366,medium
57,283,92.0,84.0,0.0129,1,860.0,0.1057,472.0,3435.0,9.0,1.2699,5.7015,0.0709,227.0,0.0,0.8406,low
53,291,95.0,62.0,0.0264,1,652.0,0.0655,322.0,3110.0,8.0,0.8029,4.3056,0.0815,325.0,0.0,0.8851,low
54,295,65.0,75.0,0.0216,1,1091.0,0.122,451.0,2806.0,8.0,1.1384,5.6973,0.1039,292.0,0.0,0.8394,low
30,161,188.0,154.0,0.0893,7,1705.0,0.315,165.0,1533.0,22.0,2.6078,14.2146,0.3235,720.0,0.0,0.4602,high
29,118,175.0,124.0,0.077,6,2092.0,0.3495,156.0,764.0,21.0,2.9256,10.3365,0.3119,583.0,0.0,0.4037,high
54,331,73.0,72.0,0.0279,3,566.0,0.0872,573.0,3232.0,5.0,1.1265,0.0,0.0201,316.0,0.0,0.9136,low
19,143,149.0,155.0,0.0799,4,2441.0,0.3357,92.0,1145.0,23.0,2.6545,13.2092,0.3482,602.0,0.0,0.488,high
57,211,122.0,114.0,0.0802,4,1639.0,0.1776,264.0,1993.0,7.0,0.7277,9.8796,0.2276,450.0,0.0,0.6862,medium
52,163,97.0,111.0,0.0475,4,1402.0,0.094,235.0,1641.0,11.0,2.2136,6.099,0.0808,289.0,0.0,0.649,medium
38,268,123.0,113.0,0.046,3,1124.0,0.1197,177.0,1925.0,8.0,2.3478,9.2456,0.1381,264.0,0.0,0.6528,medium
28,116,156.0,135.0,0.1178,7,1341.0,0.3815,102.0,658.0,14.0,2.9847,15.0346,0.3272,494.0,0.0,0.3966,high
39,198,134.0,90.0,0.0498,3,1589.0,0.2332,366.0,1778.0,13.0,1.4349,13.5256,0.1159,309.0,0.0,0.5847,medium
35,90,166.0,135.0,0.0991,4,2195.0,0.367,198.0,813.0,15.0,2.5989,11.7606,0.4379,604.0,0.0,0.3968,high
23,129,156.0,128.0,0.1129,9,2496.0,0.3765,143.0,1082.0,16.0,3.1935,11.5117,0.4481,567.0,0.0,0.3777,high
69,354,71.0,91.0,0.0141,2,671.0,0.0924,398.0,2895.0,9.0,0.7234,4.8065,0.0711,222.0,0.0,0.8036,low
54,287,99.0,85.0,0.0167,1,912.0,0.0739,464.0,3834.0,5.0,0.7778,4.1598,0.0766,329.0,0.0,0.8395,low
35,62,168.0,137.0,0.1344,7,2291.0,0.3014,169.0,789.0,17.0,4.6786,13.3128,0.353,762.0,0.0,0.3902,high
13,151,166.0,167.0,0.0901,9,2192.0,0.3566,194.0,911.0,20.0,4.572,17.7314,0.2714,557.0,0.0,0.3602,high
41,203,128.0,118.0,0.0542,4,1279.0,0.1517,189.0,2660.0,13.0,0.8448,8.457,0.1281,484.0,0.0,0.6488,medium
22,121,125.0,156.0,0.1264,6,2679.0,0.3352,192.0,1376.0,15.0,2.9003,11.0992,0.3438,554.0,0.0,0.4187,high
53,337,99.0,91.0,0.0,0,651.0,0.0698,448.0,3768.0,3.0,0.5409,1.2571,0.0996,283.0,0.0,0.6993,low
39,221,115.0,119.0,0.0622,4,1309.0,0.1685,353.0,2069.0,12.0,1.7258,10.8395,0.1105,372.0,0.0,0.8156,medium
40,224,138.0,108.0,0.0427,3,1174.0,0.2161,212.0,2213.0,11.0,2.0196,7.0874,0.1932,566.0,0.0,0.5992,medium
47,199,98.0,105.0,0.0413,4,1599.0,0.2331,298.0,1737.0,8.0,1.8222,6.6438,0.1985,528.0,0.0,0.7645,medium
26,94,202.0,141.0,0.1248,9,1622.0,0.3434,192.0,1048.0,19.0,2.6034,9.0932,0.3801,472.0,0.0,0.4585,high
63,321,106.0,82.0,0.0136,2,589.0,0.0883,401.0,2968.0,11.0,1.0498,4.2133,0.0527,254.0,0.0,0.785,low
30,99,168.0,144.0,0.0986,6,2937.0,0.173,113.0,1223.0,12.0,3.121,14.5934,0.357,515.0,0.0,0.3704,high
42,232,130.0,96.0,0.0534,5,1809.0,0.1732,300.0,2287.0,10.0,1.1979,10.9632,0.1934,463.0,0.0,0.4783,medium
49,348,74.0,87.0,0.0175,2,1049.0,0.0902,407.0,2372.0,10.0,0.7646,2.9383,0.0613,338.0,0.0,0.8802,low
64,331,69.0,91.0,0.0072,1,786.0,0.1054,408.0,3538.0,8.0,0.9301,4.2703,0.0792,307.0,0.0,0.8313,low
28,133,152.0,153.0,0.1169,7,1929.0,0.357,167.0,1199.0,21.0,1.9879,14.4407,0.3496,692.0,0.0,0.293,high
54,225,97.0,88.0,0.0128,0,910.0,0.0535,421.0,3602.0,9.0,0.5946,3.3502,0.0683,347.0,0.0,0.803,low
25,117,167.0,130.0,0.1197,8,2001.0,0.2798,102.0,881.0,16.0,2.7304,13.8402,0.4062,392.0,0.0,0.3365,high
39,210,107.0,69.0,0.0508,3,1591.0,0.1801,319.0,1387.0,8.0,1.9719,10.0031,0.1648,341.0,0.0,0.5542,medium
25,117,155.0,141.0,0.1154,7,1765.0,0.2801,244.0,1006.0,18.0,4.1935,17.4352,0.3541,524.0,0.0,0.4808,high
50,228,89.0,89.0,0.0198,1,943.0,0.1045,508.0,3056.0,10.0,0.8846,4.5576,0.0529,281.0,0.0,0.8511,low
71,300,103.0,68.0,0.0145,1,856.0,0.0898,391.0,2696.0,11.0,0.7264,4.8661,0.0578,86.0,0.0,0.8419,low
28,149,178.0,131.0,0.0635,8,2622.0,0.3081,144.0,1479.0,10.0,4.0939,11.7687,0.4352,763.0,0.0,0.3215,high
45,254,124.0,112.0,0.0445,5,1146.0,0.1503,267.0,2111.0,10.0,1.8258,7.3994,0.1464,445.0,0.0,0.7274,medium
65,312,83.0,77.0,0.0191,1,880.0,0.0688,394.0,3324.0,9.0,0.8277,6.6989,0.0773,252.0,0.0,0.8786,low
48,245,145.0,112.0,0.0592,3,1785.0,0.1795,244.0,2537.0,8.0,2.1831,12.9006,0.126,381.0,0.0,0.7051,medium
32,123,160.0,186.0,0.1305,4,1625.0,0.4375,190.0,1248.0,18.0,2.737,15.0797,0.3337,818.0,0.0,0.442,high
71,361,123.0,90.0,0.0197,1,542.0,0.0826,465.0,3162.0,7.0,1.1775,4.0611,0.0473,253.0,0.0,0.8413,low
24,136,149.0,156.0,0.1353,8,1920.0,0.3129,110.0,1108.0,13.0,3.6491,13.2819,0.289,474.0,0.0,0.3574,high
22,111,172.0,162.0,0.0687,7,2051.0,0.3684,182.0,885.0,8.0,1.1572,14.3067,0.3189,432.0,0.0,0.322,high
51,196,124.0,115.0,0.0562,6,1449.0,0.158,192.0,1577.0,8.0,2.9747,13.0949,0.177,322.0,0.0,0.7209,medium
41,236,118.0,94.0,0.0519,2,1561.0,0.1736,301.0,1888.0,10.0,1.9656,5.5897,0.2217,502.0,0.0,0.716,medium
55,305,86.0,67.0,0.0081,1,796.0,0.0994,429.0,3299.0,9.0,0.7481,6.7373,0.0542,335.0,0.0,0.8916,low
35,93,153.0,118.0,0.149,5,1544.0,0.2978,110.0,1611.0,17.0,3.7746,14.2884,0.3337,471.0,0.0,0.5289,high
17,107,134.0,117.0,0.1018,6,1197.0,0.28,160.0,983.0,18.0,3.6894,18.6867,0.3345,577.0,0.0,0.4198,high
59,318,97.0,84.0,0.018,1,845.0,0.0438,461.0,3758.0,10.0,0.9907,4.8917,0.065,217.0,0.0,0.8091,low
43,184,145.0,88.0,0.069,3,1437.0,0.2049,297.0,1772.0,7.0,2.0328,8.8553,0.2126,360.0,0.0,0.6638,medium
60,316,87.0,76.0,0.0162,2,845.0,0.0813,358.0,3226.0,9.0,0.6226,3.0248,0.0925,258.0,0.0,0.8339,low
55,276,106.0,94.0,0.0194,2,937.0,0.0857,377.0,2975.0,8.0,0.5939,3.8112,0.1125,337.0,0.0,0.8755,low
26,154,144.0,146.0,0.097,7,2033.0,0.2687,176.0,1089.0,26.0,3.718,19.1375,0.2628,764.0,0.0,0.4171,high
69,333,124.0,108.0,0.0119,1,537.0,0.0934,418.0,3567.0,6.0,0.7586,2.9783,0.0702,267.0,0.0,0.7699,low
65,317,96.0,75.0,0.0072,1,775.0,0.0942,444.0,3424.0,9.0,0.9883,4.306,0.0607,286.0,0.0,0.9084,low
60,155,124.0,100.0,0.0687,4,1318.0,0.2236,322.0,2230.0,8.0,1.1132,7.7968,0.1912,386.0,0.0,0.6161,medium
30,162,164.0,146.0,0.1252,7,2202.0,0.3868,221.0,767.0,17.0,2.9788,6.9654,0.3521,707.0,0.0,0.4448,high
46,225,119.0,93.0,0.0327,4,1419.0,0.1943,387.0,2380.0,10.0,2.3856,10.3098,0.1468,440.0,0.0,0.6644,medium
63,319,105.0,89.0,0.0223,1,1039.0,0.0426,368.0,2881.0,9.0,1.0752,5.3384,0.0357,272.0,0.0,0.8453,low
25,122,145.0,114.0,0.0918,8,2487.0,0.337,147.0,1018.0,23.0,2.1489,14.8678,0.3713,566.0,0.0,0.3139,high
75,284,111.0,91.0,0.0257,2,817.0,0.0838,400.0,3135.0,9.0,0.46,4.1926,0.0461,313.0,0.0,0.7865,low
46,243,122.0,92.0,0.016,0,1792.0,0.1403,250.0,2417.0,10.0,2.6161,12.7052,0.2237,378.0,0.0,0.7164,medium
26,86,141.0,149.0,0.1062,6,2170.0,0.2959,257.0,1252.0,20.0,1.8426,12.8164,0.3529,569.0,0.0,0.3071,high
30,149,158.0,165.0,0.0999,7,1922.0,0.368,143.0,920.0,15.0,3.9241,14.6905,0.3707,477.0,0.0,0.4796,high
68,337,102.0,63.0,0.0127,1,871.0,0.0233,426.0,3261.0,6.0,0.5876,3.8876,0.0633,250.0,0.0,0.7393,low
41,210,112.0,103.0,0.0388,3,1290.0,0.1953,290.0,1485.0,4.0,2.6691,8.9343,0.1726,536.0,0.0,0.557,medium
23,143,120.0,170.0,0.0968,9,2562.0,0.2443,203.0,2069.0,22.0,3.0466,14.6541,0.3953,270.0,0.0,0.5378,high
48,215,115.0,126.0,0.0396,3,1574.0,0.231,264.0,1503.0,15.0,2.7286,7.7995,0.1394,422.0,0.0,0.6561,medium
12,124,173.0,135.0,0.1321,6,2446.0,0.2654,168.0,1147.0,11.0,3.3454,18.7129,0.4159,601.0,0.0,0.4652,high
51,304,103.0,80.0,0.0311,1,971.0,0.1048,523.0,2843.0,6.0,1.0862,4.2292,0.0939,365.0,0.0,0.7545,low
60,327,72.0,74.0,0.0199,1,1104.0,0.087,389.0,3401.0,7.0,0.972,8.8291,0.0637,256.0,0.0,0.8042,low
34,212,141.0,117.0,0.0553,3,1591.0,0.1776,279.0,2381.0,13.0,2.6531,9.1346,0.2154,423.0,0.0,0.6474,medium
52,335,99.0,75.0,0.0129,1,820.0,0.0813,356.0,2950.0,7.0,0.5398,4.1544,0.0496,313.0,0.0,0.9012,low
53,218,132.0,112.0,0.069,4,1288.0,0.19,241.0,2591.0,8.0,2.172,11.3572,0.1735,402.0,0.0,0.6888,medium
54,279,86.0,73.0,0.0228,2,775.0,0.0789,494.0,3628.0,6.0,1.1697,4.0518,0.0712,286.0,0.0,0.8681,low
40,251,123.0,118.0,0.0608,3,1473.0,0.1421,381.0,2039.0,13.0,2.1868,5.9443,0.107,482.0,0.0,0.6244,medium
21,160,166.0,175.0,0.0815,10,2278.0,0.1597,170.0,1357.0,17.0,2.0673,14.7202,0.3125,495.0,0.0,0.5227,high
64,313,100.0,76.0,0.0207,1,720.0,0.0583,530.0,3407.0,10.0,0.4637,4.6762,0.0884,230.0,0.0,0.7628,low
55,323,110.0,95.0,0.0221,1,667.0,0.0791,527.0,2605.0,8.0,0.7307,7.2687,0.0545,278.0,0.0,0.8347,low
50,246,112.0,108.0,0.064,3,1095.0,0.188,303.0,2056.0,13.0,1.9164,9.8005,0.1739,374.0,0.0,0.6305,medium
34,124,176.0,149.0,0.0985,7,1928.0,0.3227,106.0,870.0,18.0,2.1588,16.5119,0.2836,600.0,0.0,0.5158,high
62,327,102.0,75.0,0.0123,1,707.0,0.0759,460.0,3356.0,8.0,1.0899,6.179,0.072,285.0,0.0,0.799,low
60,333,97.0,71.0,0.0094,1,543.0,0.099,338.0,3515.0,11.0,1.452,4.627,0.0626,232.0,0.0,0.8419,low
41,224,146.0,115.0,0.0462,4,1271.0,0.1852,281.0,2137.0,14.0,1.6617,5.4142,0.1553,320.0,0.0,0.7532,medium
42,214,93.0,111.0,0.0545,5,1811.0,0.1194,267.0,1600.0,10.0,2.5907,8.7507,0.1373,432.0,0.0,0.5724,medium
73,252,83.0,70.0,0.004,2,839.0,0.0792,320.0,3138.0,11.0,1.3785,2.7683,0.0481,280.0,0.0,0.7639,low
66,329,94.0,85.0,0.0146,1,672.0,0.081,422.0,3637.0,13.0,1.0286,4.7994,0.0529,270.0,0.0,0.844,low
49,234,129.0,91.0,0.0588,3,1150.0,0.1746,323.0,1914.0,11.0,1.6643,8.8696,0.1121,387.0,0.0,0.689,medium
50,338,90.0,71.0,0.0026,2,937.0,0.1152,467.0,4025.0,6.0,0.7393,2.4776,0.0937,328.0,0.0,0.8286,low
27,136,173.0,113.0,0.1207,6,2280.0,0.2606,156.0,558.0,16.0,3.0617,15.7314,0.4409,541.0,0.0,0.362,high
58,350,104.0,90.0,0.0162,0,904.0,0.0848,472.0,3154.0,8.0,0.8492,4.0126,0.088,227.0,0.0,0.8209,low
33,139,160.0,146.0,0.1042,6,1759.0,0.3372,115.0,994.0,13.0,3.5841,14.3503,0.3961,554.0,0.0,0.342,high
47,185,123.0,119.0,0.0453,3,1082.0,0.1259,267.0,2271.0,15.0,1.112,9.821,0.1595,435.0,0.0,0.5657,medium
59,285,95.0,82.0,0.0295,2,634.0,0.0802,376.0,3013.0,10.0,1.4998,4.5237,0.077,235.0,0.0,0.881,low
62,275,113.0,78.0,0.0252,0,730.0,0.065,358.0,3438.0,12.0,0.8836,4.396,0.0717,309.0,0.0,0.8513,low
63,359,76.0,81.0,0.0057,1,792.0,0.0849,346.0,3213.0,8.0,0.2687,3.8774,0.0752,230.0,0.0,0.8149,low
32,117,173.0,124.0,0.1006,8,1780.0,0.1618,142.0,703.0,26.0,2.6113,15.7279,0.3024,778.0,0.0,0.5624,high
18,92,144.0,188.0,0.1379,7,2190.0,0.3962,191.0,964.0,15.0,3.5587,11.4752,0.1501,711.0,0.0,0.4162,high
35,242,88.0,98.0,0.0577,6,1181.0,0.1602,332.0,2093.0,12.0,1.9896,11.1806,0.1983,397.0,0.0,0.8068,medium
27,261,140.0,108.0,0.0555,3,1443.0,0.1091,342.0,2217.0,11.0,1.3889,8.509,0.2228,488.0,0.0,0.6328,medium
76,291,113.0,87.0,0.008,2,836.0,0.0766,456.0,3067.0,7.0,0.7843,0.4614,0.0961,216.0,0.0,0.7547,low
66,355,69.0,86.0,0.0232,1,802.0,0.0818,477.0,4192.0,9.0,0.8124,7.1357,0.063,231.0,0.0,0.7902,low
23,102,145.0,115.0,0.1131,6,2125.0,0.2975,250.0,1426.0,23.0,3.0563,13.0288,0.3198,692.0,0.0,0.45,high
18,128,164.0,151.0,0.0541,7,2239.0,0.2783,95.0,1436.0,20.0,2.5735,16.4379,0.2684,588.0,0.0,0.5291,high
56,266,141.0,89.0,0.0467,2,966.0,0.1111,211.0,1645.0,16.0,2.0146,9.9417,0.1867,268.0,0.0,0.7425,medium
54,193,127.0,105.0,0.0508,3,1506.0,0.1361,346.0,1519.0,6.0,1.9237,7.9961,0.2415,485.0,0.0,0.8142,medium
31,70,173.0,156.0,0.1068,7,1705.0,0.2921,240.0,1186.0,20.0,2.6129,14.6928,0.324,607.0,0.0,0.2964,high
59,282,105.0,61.0,0.0275,1,686.0,0.1164,456.0,3766.0,10.0,0.7185,5.8579,0.0536,243.0,0.0,0.8785,low
52,271,121.0,110.0,0.0446,3,1119.0,0.2003,289.0,2531.0,17.0,0.9642,5.73,0.2447,684.0,0.0,0.6966,medium
59,311,99.0,76.0,0.0142,1,620.0,0.0676,496.0,3126.0,7.0,0.851,6.462,0.0513,237.0,0.0,0.8413,low
71,293,58.0,99.0,0.0163,1,867.0,0.0632,410.0,2955.0,6.0,0.5373,5.1455,0.0226,250.0,0.0,0.7117,low
68,295,93.0,78.0,0.0288,2,919.0,0.1002,509.0,3167.0,7.0,0.4606,6.632,0.0554,235.0,0.0,0.8107,low
23,127,146.0,170.0,0.1069,7,3249.0,0.2799,158.0,1050.0,19.0,1.4206,15.2767,0.3158,777.0,0.0,0.3156,high
44,212,122.0,121.0,0.0537,4,1262.0,0.2047,375.0,2548.0,14.0,1.3594,8.0369,0.2167,477.0,0.0,0.6177,medium
26,101,161.0,130.0,0.1344,7,2041.0,0.2736,118.0,866.0,17.0,2.1979,14.3512,0.3806,424.0,0.0,0.4185,high
54,331,100.0,86.0,0.0203,1,846.0,0.12,435.0,2671.0,9.0,0.597,3.6505,0.0781,306.0,0.0,0.8128,low
26,193,168.0,132.0,0.1402,8,2036.0,0.4414,192.0,1472.0,22.0,3.0237,14.9719,0.3859,757.0,0.0,0.3076,high
24,110,132.0,150.0,0.1276,6,1905.0,0.3572,162.0,1463.0,19.0,3.4046,11.3536,0.2761,713.0,0.0,0.5426,high
16,123,143.0,151.0,0.1158,5,2329.0,0.3461,148.0,982.0,19.0,2.9559,15.1172,0.3657,660.0,0.0,0.3264,high
30,115,197.0,142.0,0.0881,6,2544.0,0.1897,188.0,1306.0,17.0,4.5439,16.4558,0.4324,478.0,0.0,0.4428,high
21,97,148.0,143.0,0.0796,5,2835.0,0.2198,144.0,895.0,23.0,2.1521,17.5061,0.3688,634.0,0.0,0.554,high
32,213,105.0,104.0,0.0549,3,1523.0,0.1602,285.0,2210.0,13.0,2.5412,10.0522,0.1913,445.0,0.0,0.707,medium
50,303,80.0,84.0,0.0047,1,808.0,0.0785,445.0,3912.0,9.0,0.7635,5.3054,0.0782,275.0,0.0,0.9137,low
35,100,190.0,151.0,0.1295,5,1799.0,0.349,159.0,1221.0,22.0,3.0919,14.3099,0.305,688.0,0.0,0.4368,high
18,176,168.0,160.0,0.1279,7,1989.0,0.2734,165.0,1468.0,20.0,2.9401,15.4623,0.4168,708.0,0.0,0.5019,high
78,263,66.0,70.0,0.0174,2,924.0,0.0687,385.0,2709.0,7.0,0.6455,3.7628,0.085,271.0,0.0,0.7539,low
29,118,134.0,158.0,0.0827,9,1645.0,0.2401,145.0,1136.0,22.0,2.9032,11.7568,0.3122,774.0,0.0,0.3649,high
34,179,105.0,113.0,0.0629,3,1472.0,0.1936,240.0,2290.0,13.0,0.962,6.517,0.1693,507.0,0.0,0.6013,medium
43,210,124.0,102.0,0.0531,4,1600.0,0.1217,347.0,2384.0,5.0,2.1412,8.676,0.1803,474.0,0.0,0.6177,medium
32,227,122.0,114.0,0.0873,3,1391.0,0.1796,293.0,2294.0,18.0,1.1594,10.9441,0.1244,425.0,0.0,0.6479,medium
23,111,182.0,123.0,0.141,6,1158.0,0.3711,127.0,853.0,19.0,3.1408,13.6688,0.3502,547.0,0.0,0.4012,high
39,95,143.0,153.0,0.1333,10,1937.0,0.3537,136.0,911.0,21.0,2.62,8.6666,0.4231,738.0,0.0,0.5373,high
28,124,154.0,105.0,0.1215,7,2571.0,0.3764,132.0,1105.0,23.0,3.8521,13.6142,0.373,668.0,0.0,0.4923,high
69,259,80.0,67.0,0.0345,1,937.0,0.0472,444.0,3561.0,11.0,1.1597,5.6272,0.0706,290.0,0.0,0.7686,low
47,199,110.0,99.0,0.0533,5,1408.0,0.2451,317.0,1772.0,10.0,2.1134,10.0481,0.197,426.0,0.0,0.7676,medium
77,356,98.0,56.0,0.0244,1,823.0,0.0856,386.0,3528.0,12.0,1.2253,5.3033,0.0812,274.0,0.0,0.8177,low
56,230,86.0,108.0,0.0653,2,1398.0,0.2373,355.0,2159.0,11.0,1.4104,5.4034,0.1814,319.0,0.0,0.6803,medium
41,220,112.0,118.0,0.0371,4,1499.0,0.1318,260.0,1929.0,16.0,1.2242,8.7681,0.1338,350.0,0.0,0.7082,medium
44,237,130.0,84.0,0.0833,6,1753.0,0.0729,289.0,1833.0,12.0,2.165,11.9393,0.1574,419.0,0.0,0.5322,medium
