typing_wpm,avg_hold_ms,avg_flight_ms,error_rate,pause_count,avg_pause_ms,typing_variance,chars_per_min,avg_cursor_speed,click_rate,double_click_rate,scroll_rate,idle_time_pct,avg_hover_ms,movement_distance,movement_smoothness,label
48,118,128,0.0699,5,1215,0.1837,203,316,15,1.8663,9.2051,0.1213,380,1993,0.5998,medium
59,96,82,0.0143,1,787,0.058,341,348,12,0.9394,3.1553,0.045,375,3583,0.7921,low
37,145,143,0.11,6,1486,0.262,131,95,20,3.6553,10.5848,0.2726,773,873,0.3245,high
61,94,73,0.0181,0,631,0.0794,298,350,10,1.4326,4.7507,0.0583,277,3982,0.8133,low
62,69,73,0.0106,1,998,0.0988,289,463,8,1.5654,6.7605,0.07,246,3107,0.9186,low
39,115,110,0.0662,5,1335,0.1568,216,348,9,2.5019,12.5392,0.1815,288,1540,0.6107,medium
76,133,75,0.0,1,467,0.0735,296,485,4,1.3146,2.915,0.1267,312,2946,0.7042,low
50,111,129,0.0507,5,1400,0.1675,290,251,7,2.3479,7.0421,0.2813,432,1548,0.8212,medium
34,154,92,0.0648,2,1699,0.1442,212,242,16,1.4973,10.2425,0.208,452,1867,0.6032,medium
37,92,103,0.0466,3,1623,0.1407,273,266,9,2.4786,8.3978,0.1869,441,2069,0.5626,medium
36,135,111,0.0726,4,1498,0.2242,185,246,15,1.8993,10.9702,0.1871,394,1522,0.6632,medium
56,114,117,0.0526,4,1414,0.201,231,359,10,1.9005,9.9619,0.121,455,1676,0.6565,medium
38,164,112,0.0869,7,2734,0.3592,140,106,16,2.3722,5.5773,0.3631,382,1474,0.4984,high
22,154,113,0.163,8,2030,0.351,156,155,14,3.3752,13.4501,0.4329,788,1353,0.4161,high
26,167,162,0.11,7,2391,0.2058,93,92,16,2.6477,16.3617,0.3838,548,825,0.4055,high
73,88,86,0.0163,0,746,0.105,343,422,4,1.0505,5.1135,0.088,263,2831,0.8728,low
60,95,91,0.0068,2,828,0.0595,330,480,8,1.2286,4.4943,0.0822,278,3899,0.894,low
45,144,115,0.041,3,1005,0.1017,186,353,14,1.3476,8.128,0.1353,406,1559,0.6521,medium
71,72,81,0.0,0,763,0.071,340,520,5,0.5207,5.014,0.0438,266,3175,0.8711,low
64,104,83,0.0146,1,990,0.0459,290,390,12,0.7586,4.7027,0.0639,350,3178,0.96,low
61,108,82,0.0183,0,843,0.1103,264,330,11,1.1375,3.1827,0.0325,253,3284,0.843,low
38,135,108,0.0567,4,1120,0.1861,235,275,13,2.0712,11.933,0.1644,442,2111,0.6373,medium
22,188,152,0.0889,8,2247,0.4072,131,149,24,2.6249,10.0069,0.3612,561,1132,0.3783,high
44,126,131,0.0456,2,1583,0.1381,163,349,13,2.0894,6.2258,0.1767,371,1955,0.6704,medium
25,153,137,0.0729,8,2111,0.3365,107,204,20,2.9739,17.2444,0.3743,523,1207,0.4292,high
72,61,88,0.0203,1,720,0.0621,282,414,9,0.7323,5.7551,0.057,170,2747,0.8257,low
52,99,91,0.0148,1,581,0.0909,335,308,13,0.9197,3.6782,0.0548,331,3302,0.8339,low
66,103,74,0.0191,1,605,0.1162,339,447,5,0.373,6.8315,0.0447,200,3682,0.7818,low
29,197,142,0.1066,10,2109,0.3559,96,182,21,2.5747,19.6071,0.2876,589,1150,0.4391,high
25,137,100,0.1364,6,2171,0.3129,122,213,16,3.8243,13.2111,0.4042,658,1015,0.3969,high
27,194,120,0.1148,6,2687,0.4472,140,117,18,2.0541,15.5815,0.3485,508,1075,0.5924,high
23,151,138,0.0937,9,1775,0.3342,110,201,20,5.2659,14.3219,0.394,787,746,0.3582,high
54,92,73,0.0254,2,743,0.0498,327,489,8,1.1712,4.7373,0.0342,243,3156,0.8453,low
31,156,150,0.1019,6,1801,0.2402,128,279,13,2.7619,16.1787,0.4193,688,1165,0.2792,high
48,87,81,0.0069,2,806,0.0747,348,264,9,0.9069,4.3715,0.1147,300,3221,0.8593,low
68,94,85,0.0202,1,737,0.0772,349,413,9,1.2949,6.1895,0.0792,185,3348,0.8006,low
30,138,155,0.1384,5,2892,0.4002,102,221,19,3.5216,10.711,0.3141,550,1063,0.3896,high
43,81,107,0.0377,3,1034,0.2067,241,287,9,1.4305,10.0432,0.1409,359,2182,0.6779,medium
56,113,84,0.0256,0,951,0.0875,330,449,8,0.7506,6.0105,0.0654,294,3625,0.7614,low
61,97,88,0.0125,0,820,0.0696,291,426,4,0.749,2.6395,0.0607,298,3202,0.76,low
23,121,137,0.0768,6,2034,0.2625,115,128,16,3.8294,17.3697,0.3189,519,2121,0.2545,high
28,151,127,0.1221,7,2119,0.2238,137,91,24,3.2328,16.0226,0.4182,621,939,0.2834,high
62,92,70,0.0,1,1189,0.0937,296,491,10,1.2304,1.1925,0.0866,350,2006,0.9033,low
53,100,85,0.0075,1,1025,0.1266,221,308,8,0.2976,4.6156,0.0517,285,3581,0.8813,low
23,154,171,0.1225,6,2218,0.3122,101,126,21,2.8791,12.6164,0.3634,373,1178,0.4941,high
57,102,76,0.0067,2,1078,0.0633,284,517,8,1.1126,4.8546,0.1015,213,2828,0.8144,low
47,106,106,0.0588,2,1570,0.1276,236,349,12,2.1325,10.0106,0.1514,342,1858,0.6049,medium
20,142,148,0.1471,6,2306,0.3261,81,208,14,4.259,16.6681,0.3738,658,927,0.4971,high
56,111,90,0.0225,0,656,0.136,291,375,6,0.7078,4.8533,0.0918,290,3307,0.8414,low
52,93,77,0.024,1,748,0.0583,318,518,10,1.1247,5.5183,0.0563,256,4030,0.8117,low
46,144,109,0.054,3,1232,0.1533,270,213,9,2.0771,8.1868,0.1244,277,1935,0.6874,medium
23,167,136,0.1445,7,2494,0.2532,131,88,3,2.6608,14.5248,0.2799,476,1234,0.4911,high
42,145,82,0.0498,3,1620,0.203,196,300,15,2.251,7.111,0.2153,354,2088,0.7142,medium
34,158,158,0.0836,6,1661,0.2556,120,114,18,3.6623,10.6894,0.3805,516,961,0.34,high
21,135,137,0.0896,3,2099,0.2584,131,151,14,3.4615,16.0723,0.3049,708,609,0.5744,high
34,109,110,0.0572,4,955,0.1368,152,321,8,1.3125,7.8457,0.1148,501,2071,0.6305,medium
58,114,105,0.06,4,1338,0.1866,167,318,10,1.8127,9.7237,0.2296,333,2776,0.6892,medium
28,187,155,0.0931,6,2641,0.3329,165,170,14,2.7153,13.8993,0.2859,587,675,0.5637,high
29,140,169,0.0856,7,2223,0.3063,141,150,17,3.7505,18.1353,0.3396,481,949,0.4442,high
60,88,88,0.016,1,789,0.0581,266,447,4,0.5528,5.2587,0.0799,307,3328,0.836,low
60,86,90,0.0154,1,938,0.0844,314,408,6,1.0723,5.4956,0.0525,298,3291,0.8219,low
57,71,76,0.0159,1,890,0.0708,277,533,5,0.733,4.4185,0.085,266,2943,0.841,low
28,201,120,0.1074,7,2068,0.323,108,120,21,3.0873,15.4246,0.3889,723,1342,0.4037,high
33,126,84,0.0389,4,1613,0.2022,242,375,11,0.4587,10.1078,0.1335,423,2189,0.624,medium
21,154,141,0.1301,6,2235,0.2951,83,155,15,3.9477,12.7607,0.3624,621,1197,0.4782,high
59,87,72,0.0176,1,814,0.0822,301,404,10,0.5595,3.8111,0.0881,182,2536,0.8049,low
32,176,135,0.1249,6,2564,0.3151,154,172,22,3.9063,13.1502,0.4243,572,1036,0.3809,high
31,187,148,0.1262,7,2051,0.3026,125,144,16,2.5683,12.4731,0.3576,668,1159,0.372,high
49,133,93,0.0638,3,1222,0.1523,207,401,16,2.1928,7.6774,0.1305,259,2458,0.7731,medium
58,89,84,0.0405,1,852,0.1055,339,425,9,0.6857,3.5704,0.0,323,2644,0.6954,low
47,79,62,0.0224,1,918,0.1096,325,342,8,1.099,5.5255,0.0519,274,2735,0.8404,low
41,125,107,0.0715,4,947,0.1549,297,209,9,2.1701,13.2995,0.1934,378,1661,0.7594,medium
43,108,115,0.0769,4,1162,0.1632,202,234,11,1.6069,10.2343,0.1978,449,2445,0.5113,medium
47,119,91,0.0422,4,1435,0.1901,198,258,12,2.4651,9.6967,0.1682,376,2240,0.711,medium
45,103,70,0.0165,1,789,0.1012,366,414,8,1.1119,7.0147,0.0424,354,3785,0.8835,low
23,158,145,0.108,7,1295,0.1783,169,156,18,2.8971,15.0405,0.2863,489,883,0.3966,high
42,118,116,0.0655,5,1081,0.1722,187,316,12,1.463,10.3554,0.1221,388,2545,0.6501,medium
29,166,108,0.1187,5,1602,0.2044,123,116,23,3.0871,9.8461,0.3506,604,743,0.3835,high
63,91,79,0.0111,1,912,0.0846,288,525,9,1.1658,5.8274,0.076,285,3525,0.8862,low
71,95,87,0.0214,1,599,0.0673,268,322,12,0.4142,7.1488,0.1018,400,2498,0.7607,low
13,158,134,0.0955,9,1701,0.2439,98,213,21,2.9067,12.8984,0.2995,618,1563,0.3695,high
61,116,91,0.0119,2,597,0.0577,359,432,5,1.1407,4.6626,0.1078,345,3849,0.7822,low
60,110,102,0.0338,2,1289,0.2412,180,245,9,1.6244,7.4251,0.1453,400,2190,0.6798,medium
54,142,110,0.0355,3,1149,0.1372,210,348,13,3.0333,6.0335,0.1884,374,2753,0.733,medium
66,109,92,0.0302,2,591,0.0913,277,444,5,0.7974,4.6162,0.0656,253,3897,0.7877,low
75,93,85,0.0085,2,663,0.0754,290,432,10,0.8973,5.6476,0.0445,325,3109,0.8082,low
28,150,125,0.1443,7,1895,0.4295,114,75,19,4.7826,12.7149,0.3433,638,1198,0.5822,high
43,108,80,0.0224,1,1108,0.0669,299,504,12,1.2162,2.1998,0.0554,294,2566,0.8637,low
35,160,134,0.0672,6,2551,0.3006,87,96,15,2.5527,13.012,0.4131,883,899,0.4501,high
56,96,74,0.021,1,992,0.1215,304,440,9,0.6977,3.5863,0.082,307,3164,0.883,low
66,86,79,0.0097,1,796,0.0583,334,435,10,1.0636,4.6904,0.0564,389,3337,0.8187,low
27,129,163,0.1121,6,1400,0.3585,142,148,21,3.2892,21.0812,0.2673,569,853,0.433,high
69,77,92,0.0136,2,740,0.0916,300,429,8,0.7882,5.3099,0.097,340,2774,0.8389,low
19,159,104,0.1231,8,2085,0.3658,128,165,24,3.1956,17.6575,0.4155,455,1204,0.338,high
25,164,139,0.0691,9,2354,0.3112,133,113,22,3.4331,14.7095,0.426,801,945,0.4288,high
72,100,81,0.0208,0,760,0.0771,289,465,12,0.8974,3.6913,0.0849,242,3321,0.8458,low
34,165,181,0.1095,7,1923,0.3237,109,155,21,5.2336,17.9731,0.3365,678,1324,0.515,high
35,117,107,0.0613,5,1709,0.1984,166,227,11,1.3716,9.5782,0.1391,383,1995,0.8044,medium
64,86,72,0.0228,1,771,0.0989,252,388,7,0.6594,4.5389,0.0781,145,3324,0.8525,low
19,163,111,0.1063,7,3181,0.3915,109,178,21,3.425,18.1053,0.3674,607,977,0.3686,high
58,109,78,0.0322,1,1004,0.0777,310,466,10,1.3903,3.4337,0.0718,278,3593,0.8319,low
42,89,87,0.0446,4,1415,0.1146,217,283,11,2.057,10.744,0.1544,456,2240,0.7106,medium
19,128,139,0.1116,9,1426,0.2554,142,14,18,1.5731,18.0669,0.3726,788,638,0.4247,high
67,80,78,0.0089,1,831,0.097,290,430,5,1.1612,4.9271,0.081,197,3223,0.8237,low
28,122,94,0.0614,4,1463,0.1176,247,312,11,1.4129,8.6977,0.2027,370,2449,0.6248,medium
45,117,92,0.056,4,1395,0.1743,245,318,8,1.5214,8.5195,0.1673,483,2404,0.7855,medium
66,97,74,0.0176,2,747,0.0658,281,354,8,0.4602,6.5997,0.1043,323,3244,0.7531,low
59,91,65,0.0131,0,858,0.0638,327,499,9,1.6833,6.4149,0.0258,246,3026,0.8711,low
49,111,105,0.0591,5,728,0.1847,200,268,14,2.0628,11.2357,0.1714,457,1731,0.7293,medium
23,180,146,0.1327,7,2116,0.3341,117,233,16,3.714,17.2911,0.3082,665,1071,0.3101,high
27,137,130,0.1374,8,2354,0.4221,108,214,20,2.1997,15.3881,0.3722,589,1086,0.4037,high
28,142,193,0.1352,9,2433,0.305,89,239,12,3.0766,18.2117,0.3102,629,896,0.3717,high
51,108,89,0.0712,4,1619,0.1501,242,348,17,1.6445,10.313,0.1597,449,2150,0.4857,medium
72,82,85,0.0111,1,875,0.0775,288,410,7,0.7386,5.3392,0.0573,298,2956,0.7675,low
72,84,63,0.0196,2,761,0.072,350,313,5,1.302,5.5019,0.1029,232,3196,0.8482,low
62,98,86,0.0219,1,1123,0.1017,308,389,6,0.339,4.5333,0.04,261,3467,0.8748,low
82,104,82,0.0116,1,827,0.0794,266,455,6,0.9081,5.6816,0.0672,188,3044,0.7768,low
42,128,116,0.0582,4,1439,0.1671,189,384,15,1.8398,9.4637,0.182,499,1596,0.6544,medium
27,161,173,0.0934,5,1395,0.2531,122,166,14,3.0263,14.7492,0.4741,693,1558,0.5657,high
69,112,85,0.0325,1,718,0.0569,307,458,5,0.946,8.1547,0.0586,223,2518,0.7987,low
32,171,146,0.0688,8,2071,0.2619,99,161,18,1.9744,17.0073,0.3311,792,970,0.4344,high
33,107,112,0.066,1,1086,0.1375,230,301,15,0.9451,6.872,0.1512,469,1979,0.6094,medium
20,162,113,0.1257,9,1979,0.3908,122,89,15,3.0328,14.8804,0.448,508,970,0.4711,high
32,167,117,0.1073,8,2013,0.2391,111,94,13,3.5124,12.1786,0.3005,603,956,0.414,high
47,75,81,0.0188,1,973,0.1108,336,410,6,0.6987,6.7246,0.0455,325,2887,0.8363,low
52,84,84,0.0202,2,670,0.0645,337,425,10,1.3923,6.1399,0.0666,380,2664,0.82,low
69,92,78,0.0085,1,771,0.1199,311,413,11,0.8251,4.795,0.0608,387,3171,0.7696,low
39,108,130,0.0465,3,971,0.2093,235,183,12,1.5531,10.1994,0.1579,510,2571,0.7194,medium
49,118,97,0.06,3,1427,0.2624,198,299,16,1.7204,5.2779,0.1916,630,2871,0.7526,medium
35,118,83,0.0578,4,1576,0.1655,250,181,9,1.1919,8.3668,0.1803,250,1844,0.5998,medium
58,139,65,0.0645,5,993,0.2185,253,271,12,1.8523,3.2172,0.088,594,2161,0.5344,medium
42,91,133,0.0708,3,1016,0.1616,169,197,12,1.554,6.9601,0.1994,347,1564,0.352,medium
23,127,177,0.1163,7,1978,0.2819,193,191,27,3.4162,17.7686,0.3236,691,1224,0.4091,high
67,92,76,0.0136,1,905,0.0881,315,497,10,1.4514,4.6088,0.0422,217,2953,0.8037,low
64,88,84,0.0198,1,982,0.0791,342,479,9,0.7674,7.5437,0.0855,266,3137,0.8853,low
52,109,146,0.0431,4,1190,0.226,230,359,12,1.6374,9.3947,0.1695,401,2183,0.6917,medium
39,86,102,0.0404,3,1135,0.1502,211,284,14,2.1534,14.1248,0.2269,176,2282,0.6724,medium
77,79,93,0.0047,1,1042,0.0829,339,350,5,0.9871,1.9309,0.0431,287,3887,0.8114,low
24,143,149,0.118,5,2825,0.2582,121,80,13,3.525,11.5401,0.268,559,910,0.4032,high
60,98,92,0.0139,1,835,0.0571,280,456,6,0.9526,6.9616,0.0724,374,3255,0.7938,low
51,114,89,0.0273,2,981,0.0998,264,407,7,1.2187,5.3349,0.0544,257,2503,0.8164,low
63,72,67,0.0103,1,1227,0.076,281,474,6,0.8014,5.4015,0.0498,298,3342,0.7615,low
50,98,103,0.0398,5,840,0.1439,230,346,10,0.9908,8.3476,0.1985,429,1447,0.7104,medium
61,91,87,0.0168,1,879,0.1184,268,503,8,0.5293,6.1651,0.0768,359,2949,0.8716,low
70,87,76,0.0185,2,857,0.0761,331,501,8,1.0475,5.2955,0.0875,353,2845,0.9128,low
58,78,79,0.0099,1,674,0.0955,286,482,7,1.3141,4.0283,0.0846,240,3253,0.8504,low
64,88,76,0.0252,1,904,0.0748,315,402,13,0.9827,4.5301,0.0806,326,3240,0.7952,low
49,115,95,0.0553,4,940,0.245,185,183,12,0.9528,10.8431,0.23,427,3168,0.5561,medium
42,94,70,0.0447,2,1318,0.1707,247,317,15,2.2468,10.3331,0.1701,439,1991,0.6255,medium
16,164,164,0.1208,4,1386,0.3185,113,170,26,2.795,14.9389,0.3336,657,876,0.4106,high
36,113,74,0.0304,3,1193,0.1722,206,267,15,1.9733,7.2413,0.1811,446,1723,0.6417,medium
44,112,135,0.0437,3,1376,0.1992,193,285,14,1.9343,8.8226,0.1034,480,2194,0.7612,medium
19,129,131,0.1013,8,2539,0.3702,92,132,16,1.5199,16.2239,0.3899,738,922,0.5929,high
61,92,96,0.0192,2,800,0.0632,334,426,7,1.3869,2.0444,0.0631,268,4072,0.7617,low
57,139,94,0.051,2,1471,0.1855,225,268,13,0.79,5.348,0.144,475,2483,0.6688,medium
55,96,74,0.0133,2,831,0.0753,362,511,8,0.6571,2.8183,0.0608,269,3157,0.7679,low
33,108,97,0.0554,3,824,0.2318,179,359,18,1.4944,10.4245,0.1065,433,2253,0.49,medium
23,129,134,0.1362,5,1919,0.3209,103,156,17,3.0772,13.2782,0.3353,563,1258,0.523,high
28,147,137,0.1398,8,1833,0.3231,111,241,16,4.0587,12.8995,0.2546,830,1276,0.2681,high
41,142,125,0.0511,5,976,0.1843,151,293,12,1.5023,8.073,0.1572,473,2233,0.5796,medium
33,156,135,0.1259,5,1669,0.2995,81,247,15,2.4733,13.2734,0.3882,601,995,0.375,high
60,112,83,0.0136,1,615,0.0506,295,362,9,0.5566,3.0224,0.0599,284,3810,0.7641,low
63,100,81,0.0159,2,680,0.0829,329,450,7,0.7338,3.4848,0.106,261,3085,0.7379,low
72,107,70,0.0193,0,749,0.0448,309,422,11,1.0568,4.3838,0.0646,298,2962,0.8842,low
29,173,121,0.0983,7,1728,0.3737,128,205,20,2.162,14.2809,0.3608,558,1156,0.3344,high
55,94,77,0.015,2,780,0.0259,288,431,7,1.1868,4.408,0.0645,373,3025,0.8508,low
57,79,80,0.0238,1,969,0.1214,236,470,7,0.3836,3.5735,0.0446,223,3525,0.8054,low
18,163,157,0.1731,8,1539,0.2097,116,199,12,4.1132,19.5962,0.263,607,1134,0.6224,high
28,167,163,0.1699,9,1500,0.2735,135,228,12,3.517,15.2568,0.2742,608,1346,0.5372,high
33,135,80,0.0571,5,1085,0.1788,248,311,15,0.693,9.0126,0.1574,542,1877,0.7063,medium
23,171,144,0.0529,7,1635,0.477,128,217,17,2.3387,11.1589,0.3189,556,1332,0.4515,high
48,81,75,0.0149,2,913,0.0996,312,389,6,0.6581,2.9361,0.0712,323,3146,0.7093,low
63,86,66,0.0194,1,501,0.0955,295,389,8,0.7931,4.1872,0.0488,239,2986,0.8399,low
53,123,108,0.0502,3,1793,0.1547,247,295,22,2.0387,6.387,0.1256,413,1860,0.5285,medium
47,82,81,0.009,1,628,0.0558,310,413,10,0.3428,6.3109,0.047,283,3333,0.8095,low
21,157,116,0.0898,12,1531,0.2378,108,144,19,2.2675,12.5053,0.3133,564,1120,0.3733,high
45,136,94,0.0408,3,1609,0.1546,184,246,14,1.9221,7.9264,0.1577,465,2216,0.6422,medium
57,96,102,0.0646,3,1831,0.2282,236,325,15,2.3123,7.8952,0.1702,355,2782,0.706,medium
62,92,82,0.0136,2,603,0.0656,334,409,6,0.9297,9.2934,0.0671,257,3180,0.8505,low
18,157,162,0.1086,9,1577,0.2915,121,212,18,3.0501,15.6274,0.307,611,1169,0.3749,high
65,116,62,0.0164,1,914,0.0725,287,353,7,1.2107,5.8692,0.0692,285,2653,0.8428,low
51,102,103,0.06,5,1573,0.1342,198,290,13,1.2465,9.1998,0.1203,331,2252,0.6562,medium
32,107,104,0.0648,4,1372,0.2605,225,318,8,1.5521,7.5602,0.1244,552,2308,0.7157,medium
42,119,105,0.0602,4,988,0.1568,249,300,21,0.9569,7.9821,0.1602,358,2455,0.6286,medium
46,137,85,0.061,4,1377,0.1868,260,281,12,1.4435,7.0813,0.1542,428,2455,0.635,medium
58,105,110,0.0585,2,1687,0.2182,193,326,12,3.1004,7.1778,0.1498,450,1946,0.6238,medium
74,96,76,0.0277,2,849,0.0337,367,462,4,0.7695,1.148,0.1074,229,3033,0.7606,low
44,116,112,0.0565,5,907,0.1546,204,302,14,1.9714,8.994,0.1393,542,2248,0.7869,medium
64,80,88,0.025,2,883,0.0653,328,442,5,0.8693,2.896,0.0445,197,3232,0.8164,low
47,128,90,0.0313,3,1095,0.1726,236,316,12,0.9788,9.6759,0.128,401,2204,0.6014,medium
48,133,129,0.0712,3,1193,0.166,230,260,12,1.8237,9.3555,0.1946,423,1667,0.6393,medium
22,112,127,0.1321,7,2221,0.3196,76,221,19,2.1926,15.7027,0.3972,480,1163,0.3043,high
32,179,133,0.1122,5,2536,0.3899,189,216,15,1.7124,16.2355,0.3064,857,950,0.3741,high
43,113,116,0.0578,5,1056,0.1705,229,220,11,2.1551,11.9768,0.2039,462,1923,0.5405,medium
37,143,106,0.0546,4,1546,0.1933,218,138,9,2.315,10.1897,0.1502,398,1977,0.7941,medium
32,156,149,0.0936,5,2001,0.3772,110,184,21,3.8279,14.0786,0.3736,630,1066,0.6182,high
66,82,96,0.0249,1,873,0.0626,315,369,11,0.6558,7.3319,0.0473,218,3295,0.8982,low
31,146,134,0.0825,8,2163,0.2929,142,152,12,3.7131,17.9022,0.3282,593,785,0.4073,high
69,91,86,0.0207,1,641,0.1013,282,514,7,0.5502,6.6995,0.0689,284,3011,0.892,low
43,112,86,0.044,1,967,0.236,232,265,5,0.6646,11.7842,0.1563,283,2360,0.6842,medium
53,141,104,0.0531,4,1485,0.1686,199,274,11,2.4396,10.4682,0.1684,476,1935,0.7463,medium
49,104,99,0.0403,4,1435,0.1886,248,279,10,2.4877,8.196,0.2299,272,2364,0.6863,medium
23,177,178,0.0903,7,2310,0.3007,131,228,25,1.6552,10.0226,0.393,676,1294,0.3275,high
43,137,87,0.0431,4,1103,0.2446,191,407,11,1.6843,7.8683,0.2084,578,2437,0.6534,medium
29,125,111,0.0686,2,1310,0.1638,261,306,16,2.3365,7.768,0.1466,426,2024,0.6227,medium
19,175,133,0.1404,7,2070,0.21,123,140,18,2.1266,10.6213,0.3432,594,1247,0.3172,high
20,151,146,0.1168,9,2378,0.2589,123,241,23,3.4645,14.7261,0.3188,675,933,0.3697,high
25,141,132,0.0761,10,1715,0.2101,159,135,17,3.8147,11.1667,0.3909,502,1404,0.2464,high
40,115,101,0.0593,2,1209,0.1361,252,281,11,1.8861,9.4392,0.1476,395,2472,0.6651,medium
41,115,130,0.0394,5,1265,0.1741,218,346,10,2.458,11.5977,0.1267,416,2661,0.5754,medium
33,164,151,0.0566,8,1850,0.3665,130,161,18,3.5569,18.997,0.2608,636,1346,0.4609,high
26,186,144,0.1648,9,1635,0.4017,148,154,10,3.2664,8.9741,0.3082,619,912,0.4648,high
47,125,94,0.0524,2,1371,0.1954,222,286,15,1.2991,5.7783,0.1702,346,2109,0.7095,medium
76,88,90,0.0063,2,547,0.0739,340,504,5,0.5719,2.6844,0.0676,342,4112,0.9178,low
66,102,80,0.0147,1,906,0.0937,304,343,8,1.4236,1.8993,0.084,283,3586,0.82,low
32,150,145,0.1481,7,1512,0.2951,87,122,23,4.3317,21.0726,0.3586,511,877,0.38,high
59,84,81,0.0168,1,606,0.0779,302,452,9,0.6877,4.5712,0.0655,253,2836,0.8083,low
56,101,94,0.0477,3,1274,0.122,176,333,15,2.0281,9.8447,0.1229,499,1818,0.6553,medium
60,93,62,0.0069,1,947,0.0922,327,394,9,0.5801,3.8087,0.0859,360,3235,0.793,low
26,121,121,0.0915,6,1023,0.3474,156,131,26,2.4793,13.8719,0.5488,423,416,0.4544,high
23,162,163,0.1068,6,2659,0.3871,109,192,12,3.53,19.8233,0.341,438,772,0.3384,high
21,154,158,0.1279,6,2181,0.3709,118,119,15,3.3483,15.4395,0.362,508,1052,0.5335,high
20,123,127,0.1314,6,1773,0.2928,127,141,11,4.0158,12.5885,0.2891,728,918,0.416,high
59,63,71,0.0251,1,901,0.0952,277,343,5,0.9917,3.4315,0.0542,359,2586,0.7909,low
61,90,96,0.0176,1,745,0.1015,290,371,7,0.3317,4.0773,0.0737,391,3646,0.8664,low
64,102,85,0.0217,1,663,0.0693,335,361,15,0.3484,5.326,0.0799,268,2918,0.8297,low
19,160,100,0.1053,6,2257,0.2747,68,168,17,1.4512,16.8585,0.28,909,1192,0.3966,high
51,93,116,0.0493,4,1605,0.1052,282,299,18,1.6948,9.0624,0.2017,465,2089,0.5675,medium
28,176,154,0.0713,5,1753,0.388,126,167,16,1.7353,13.4553,0.3634,694,1057,0.4716,high
57,101,71,0.0238,1,1058,0.0697,366,418,7,0.8411,2.9318,0.0689,225,3264,0.8148,low
24,154,199,0.1485,6,2739,0.2258,175,180,14,2.8883,13.6921,0.2595,648,980,0.4857,high
49,102,119,0.0503,4,1297,0.2187,188,350,12,1.3988,11.3158,0.1609,445,2774,0.691,medium
38,144,103,0.0811,4,1468,0.2259,168,185,13,1.8721,3.6558,0.1177,378,1258,0.5757,medium
51,106,101,0.0785,3,1370,0.1662,218,335,6,2.9816,8.5823,0.221,329,1720,0.584,medium
23,158,122,0.076,7,2693,0.3676,134,201,23,1.8222,8.9699,0.2686,662,1189,0.34,high
50,116,128,0.0523,3,1462,0.1563,230,248,11,1.5194,11.0577,0.2392,417,2564,0.5942,medium
58,106,85,0.0127,1,683,0.0732,305,296,9,0.9136,5.2444,0.0926,268,3620,0.8511,low
63,89,87,0.0151,2,608,0.0953,296,429,7,1.0201,3.7136,0.0658,214,2812,0.9027,low
50,75,68,0.0,0,711,0.1218,314,275,12,1.2565,3.5924,0.087,282,3964,0.7979,low
44,119,96,0.043,3,1066,0.2232,216,242,10,2.1441,11.5299,0.1482,400,2140,0.6536,medium
60,94,78,0.0121,0,1003,0.0607,324,503,6,1.6073,6.6002,0.1129,326,2292,0.9071,low
55,105,70,0.0122,1,572,0.0639,348,437,6,0.6077,4.82,0.0293,267,3111,0.8927,low
68,112,98,0.0155,1,629,0.0941,289,318,6,0.842,6.4693,0.0759,295,3208,0.8754,low
62,113,87,0.0059,2,607,0.052,306,376,13,0.8408,2.9208,0.0843,306,2962,0.871,low
27,237,145,0.093,7,1621,0.3795,179,173,15,3.068,16.2831,0.3555,761,1315,0.36,high
70,100,69,0.0158,1,825,0.102,311,503,9,1.0177,5.6448,0.0647,299,3495,0.825,low
26,114,125,0.0612,3,1318,0.1835,230,340,10,1.015,11.8912,0.2152,476,2207,0.5235,medium
72,102,63,0.0143,1,1061,0.0658,263,410,9,0.5921,4.7769,0.0692,173,3356,0.9183,low
21,182,141,0.1297,8,1941,0.2089,114,145,15,3.4139,12.6151,0.3247,589,1185,0.4388,high
17,167,171,0.1283,6,2122,0.1816,201,222,18,5.2327,15.6971,0.3127,755,637,0.607,high
57,99,72,0.0204,3,825,0.1021,301,423,5,1.3641,4.3531,0.0739,257,2760,0.8869,low
23,158,169,0.077,8,1960,0.3898,151,104,20,2.8933,14.4579,0.3728,549,1116,0.4385,high
32,158,175,0.1523,7,1772,0.141,164,226,11,2.7,14.1221,0.3665,469,1285,0.2675,high
53,94,82,0.0133,2,899,0.1003,274,374,4,0.6735,5.1233,0.075,263,3218,0.7598,low
62,95,67,0.0229,1,825,0.078,305,419,8,0.0,4.6438,0.0403,205,3352,0.8294,low
77,73,73,0.0086,2,978,0.0701,325,352,8,0.8762,3.1504,0.089,257,3371,0.8646,low
42,106,92,0.0557,3,1526,0.1939,176,309,10,1.3475,7.5662,0.1189,448,2079,0.7366,medium
57,92,84,0.0129,1,860,0.1057,283,472,9,1.2699,5.7015,0.0709,227,3435,0.8406,low
53,95,62,0.0264,1,652,0.0655,291,322,8,0.8029,4.3056,0.0815,325,3110,0.8851,low
54,65,75,0.0216,1,1091,0.122,295,451,8,1.1384,5.6973,0.1039,292,2806,0.8394,low
30,188,154,0.0893,7,1705,0.315,161,165,22,2.6078,14.2146,0.3235,720,1533,0.4602,high
